"ID","Name_submitted","Overall_score","Name_matched_id","Name_matched","Name_score","Name_matched_rank","Author_submitted","Author_matched","Author_score","Canonical_author","Name_matched_accepted_family","Genus_submitted","Genus_matched","Genus_score","Specific_epithet_submitted","Specific_epithet_matched","Specific_epithet_score","Family_submitted","Family_matched","Family_score","Infraspecific_rank","Infraspecific_epithet_matched","Infraspecific_epithet_score","Infraspecific_rank_2","Infraspecific_epithet_2_matched","Infraspecific_epithet_2_score","Annotations","Unmatched_terms","Name_matched_url","Name_matched_lsid","Phonetic","Taxonomic_status","Accepted_name","Accepted_species","Accepted_name_author","Accepted_name_id","Accepted_name_rank","Accepted_name_url","Accepted_name_lsid","Accepted_family","Overall_score_order","Highertaxa_score_order","Source","Warnings","WarningsEng"
"880","Opuntia_guilanchi",0.9,"1270118","Opuntia guilanchi",1,"species","","",NA,"Griffiths","Cactaceae","Opuntia","Opuntia",1,"guilanchi","guilanchi",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/df271306-e3e4-4fd1-be18-0eb03b4724b8","","Y","Accepted","Opuntia guilanchi","Opuntia guilanchi","Griffiths","1270118","species","https://caryophyllales.org/cdm_dataportal/taxon/df271306-e3e4-4fd1-be18-0eb03b4724b8","","Cactaceae","1","1","cact","0",""
"881","Opuntia_atrispina",0.9,"1270132","Opuntia atrispina",1,"species","","",NA,"Griffiths","Cactaceae","Opuntia","Opuntia",1,"atrispina","atrispina",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/a789fe8e-b510-470f-92d0-d8b81fa10646","","Y","Accepted","Opuntia atrispina","Opuntia atrispina","Griffiths","1270132","species","https://caryophyllales.org/cdm_dataportal/taxon/a789fe8e-b510-470f-92d0-d8b81fa10646","","Cactaceae","1","1","cact","0",""
"882","Opuntia_lagunae",0.9,"1272527","Opuntia lagunae",1,"species","","",NA,"Baxter ex Bravo","Cactaceae","Opuntia","Opuntia",1,"lagunae","lagunae",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/9ec77f32-4407-4729-ba17-e8462ee7021d","","Y","Accepted","Opuntia lagunae","Opuntia lagunae","Baxter ex Bravo","1272527","species","https://caryophyllales.org/cdm_dataportal/taxon/9ec77f32-4407-4729-ba17-e8462ee7021d","","Cactaceae","1","1","cact","0",""
"883","Opuntia_oricola",0.9,"1270124","Opuntia oricola",1,"species","","",NA,"Philbrick","Cactaceae","Opuntia","Opuntia",1,"oricola","oricola",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/6fc346df-48f9-4819-92dc-8fb62bda86ee","","Y","Accepted","Opuntia oricola","Opuntia oricola","Philbrick","1270124","species","https://caryophyllales.org/cdm_dataportal/taxon/6fc346df-48f9-4819-92dc-8fb62bda86ee","","Cactaceae","1","1","cact","0",""
"884","Opuntia_bravoana",0.9,"1272489","Opuntia bravoana",1,"species","","",NA,"Baxter","Cactaceae","Opuntia","Opuntia",1,"bravoana","bravoana",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/0b5c13d9-2b41-4187-bee9-21a7084867de","","Y","Accepted","Opuntia bravoana","Opuntia bravoana","Baxter","1272489","species","https://caryophyllales.org/cdm_dataportal/taxon/0b5c13d9-2b41-4187-bee9-21a7084867de","","Cactaceae","1","1","cact","0",""
"885","Opuntia_pycnantha",0.9,"1272414","Opuntia pycnantha",1,"species","","",NA,"Engelm.","Cactaceae","Opuntia","Opuntia",1,"pycnantha","pycnantha",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/57cc0079-50f6-4544-9595-d535c62989d8","","Y","Accepted","Opuntia pycnantha","Opuntia pycnantha","Engelm.","1272414","species","https://caryophyllales.org/cdm_dataportal/taxon/57cc0079-50f6-4544-9595-d535c62989d8","","Cactaceae","1","1","cact","0",""
"886","Opuntia_tapona",0.9,"1272417","Opuntia tapona",1,"species","","",NA,"Engelm. ex J.M.Coult.","Cactaceae","Opuntia","Opuntia",1,"tapona","tapona",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/b2f15400-152f-48a6-959f-975d23634986","","Y","Accepted","Opuntia tapona","Opuntia tapona","Engelm. ex J.M.Coult.","1272417","species","https://caryophyllales.org/cdm_dataportal/taxon/b2f15400-152f-48a6-959f-975d23634986","","Cactaceae","1","1","cact","0",""
"887","Opuntia_streptacantha",0.9,"1269732","Opuntia streptacantha",1,"species","","",NA,"Lem.","Cactaceae","Opuntia","Opuntia",1,"streptacantha","streptacantha",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/ad22b0e5-fd19-432a-9c89-24f2001119b6","","Y","Accepted","Opuntia streptacantha","Opuntia streptacantha","Lem.","1269732","species","https://caryophyllales.org/cdm_dataportal/taxon/ad22b0e5-fd19-432a-9c89-24f2001119b6","","Cactaceae","1","1","cact","0",""
"888","Opuntia_ficus-indica",0.9,"380231","Opuntia ficus-indica",1,"species","","",NA,"(L.) Mill.","Cactaceae","Opuntia","Opuntia",1,"ficus-indica","ficus-indica",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/d9ced490-4837-41d9-a6aa-9bce7978264a","","Y","Accepted","Opuntia ficus-indica","Opuntia ficus-indica","(L.) Mill.","380231","species","https://caryophyllales.org/cdm_dataportal/taxon/d9ced490-4837-41d9-a6aa-9bce7978264a","","Cactaceae","1","1","cact","0",""
"889","Opuntia_basilaris",0.9,"1269715","Opuntia basilaris",1,"species","","",NA,"Engelm. & J.M.Bigelow","Cactaceae","Opuntia","Opuntia",1,"basilaris","basilaris",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/a34cfa5a-7ab4-44a2-bd23-123538bc8282","","Y","Accepted","Opuntia basilaris","Opuntia basilaris","Engelm. & J.M.Bigelow","1269715","species","https://caryophyllales.org/cdm_dataportal/taxon/a34cfa5a-7ab4-44a2-bd23-123538bc8282","","Cactaceae","1","1","cact","0",""
"890","Opuntia_excelsa",0.9,"1271758","Opuntia excelsa",1,"species","","",NA,"Sánchez-Mej.","Cactaceae","Opuntia","Opuntia",1,"excelsa","excelsa",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/2a3c312f-e90f-41c4-a0f7-074856167396","","Y","Accepted","Opuntia excelsa","Opuntia excelsa","Sánchez-Mej.","1271758","species","https://caryophyllales.org/cdm_dataportal/taxon/2a3c312f-e90f-41c4-a0f7-074856167396","","Cactaceae","1","1","cact","0",""
"891","Opuntia_fuliginosa",0.9,"1272246","Opuntia fuliginosa",1,"species","","",NA,"Griffiths","Cactaceae","Opuntia","Opuntia",1,"fuliginosa","fuliginosa",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/5254a17d-e358-4a8b-a28b-d788dda109b3","","Y","Accepted","Opuntia fuliginosa","Opuntia fuliginosa","Griffiths","1272246","species","https://caryophyllales.org/cdm_dataportal/taxon/5254a17d-e358-4a8b-a28b-d788dda109b3","","Cactaceae","1","1","cact","0",""
"892","Opuntia_deamii",0.9,"380992","Opuntia deamii",1,"species","","",NA,"Rose","Cactaceae","Opuntia","Opuntia",1,"deamii","deamii",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/f673126c-bac0-4c91-ae59-1eeaa7abf85d","","Y","Accepted","Opuntia deamii","Opuntia deamii","Rose","380992","species","https://caryophyllales.org/cdm_dataportal/taxon/f673126c-bac0-4c91-ae59-1eeaa7abf85d","","Cactaceae","1","1","cact","0",""
"893","Opuntia_chlorotica",0.9,"1269716","Opuntia chlorotica",1,"species","","",NA,"Engelm. & J.M.Bigelow","Cactaceae","Opuntia","Opuntia",1,"chlorotica","chlorotica",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/97c2a421-2e9f-4096-a499-efa462776025","","Y","Accepted","Opuntia chlorotica","Opuntia chlorotica","Engelm. & J.M.Bigelow","1269716","species","https://caryophyllales.org/cdm_dataportal/taxon/97c2a421-2e9f-4096-a499-efa462776025","","Cactaceae","1","1","cact","0",""
"894","Opuntia_gosseliniana",0.9,"1272455","Opuntia gosseliniana",1,"species","","",NA,"F.A.C.Weber","Cactaceae","Opuntia","Opuntia",1,"gosseliniana","gosseliniana",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/1f544b82-c0d1-4856-9058-d7b1c16b20c4","","Y","Accepted","Opuntia gosseliniana","Opuntia gosseliniana","F.A.C.Weber","1272455","species","https://caryophyllales.org/cdm_dataportal/taxon/1f544b82-c0d1-4856-9058-d7b1c16b20c4","","Cactaceae","1","1","cact","0",""
"895","Opuntia_strigil",0.9,"1269872","Opuntia strigil",1,"species","","",NA,"Engelm.","Cactaceae","Opuntia","Opuntia",1,"strigil","strigil",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/ba6925f4-261e-44da-8b48-d4a593919623","","Y","Accepted","Opuntia strigil","Opuntia strigil","Engelm.","1269872","species","https://caryophyllales.org/cdm_dataportal/taxon/ba6925f4-261e-44da-8b48-d4a593919623","","Cactaceae","1","1","cact","0",""
"896","Opuntia_ventanensis",0.9,"1381849","Opuntia ventanensis",1,"species","","",NA,"M.A.Long","Cactaceae","Opuntia","Opuntia",1,"ventanensis","ventanensis",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/dc4507af-a198-4c2c-a159-882623ba6efe","","Y","Accepted","Opuntia ventanensis","Opuntia ventanensis","M.A.Long","1381849","species","https://caryophyllales.org/cdm_dataportal/taxon/dc4507af-a198-4c2c-a159-882623ba6efe","","Cactaceae","1","1","cact","0",""
"897","Opuntia_macrocentra",0.9,"1269949","Opuntia macrocentra",1,"species","","",NA,"Engelm.","Cactaceae","Opuntia","Opuntia",1,"macrocentra","macrocentra",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/ac0a6ed9-28bf-4cde-8364-d55930869acb","","Y","Accepted","Opuntia macrocentra","Opuntia macrocentra","Engelm.","1269949","species","https://caryophyllales.org/cdm_dataportal/taxon/ac0a6ed9-28bf-4cde-8364-d55930869acb","","Cactaceae","1","1","cact","0",""
"898","Opuntia_aureispina",0.9,"1237922","Opuntia aureispina",1,"species","","",NA,"(S.Brack & K.D.Heil) Pinkava & B.D.Parfitt","Cactaceae","Opuntia","Opuntia",1,"aureispina","aureispina",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/dea747e5-db43-4a8b-8d5b-188f66a17e2b","","Y","Accepted","Opuntia aureispina","Opuntia aureispina","(S.Brack & K.D.Heil) Pinkava & B.D.Parfitt","1237922","species","https://caryophyllales.org/cdm_dataportal/taxon/dea747e5-db43-4a8b-8d5b-188f66a17e2b","","Cactaceae","1","1","cact","0",""
"899","Opuntia_macrorhiza",0.9,"1270091","Opuntia macrorhiza",1,"species","","",NA,"Engelm.","Cactaceae","Opuntia","Opuntia",1,"macrorhiza","macrorhiza",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/151124d7-99fc-46f4-a99e-3311898a5338","","Y","Accepted","Opuntia macrorhiza","Opuntia macrorhiza","Engelm.","1270091","species","https://caryophyllales.org/cdm_dataportal/taxon/151124d7-99fc-46f4-a99e-3311898a5338","","Cactaceae","1","1","cact","0",""
"900","Opuntia_pottsii",0.9,"1272440","Opuntia pottsii",1,"species","","",NA,"Salm-Dyck","Cactaceae","Opuntia","Opuntia",1,"pottsii","pottsii",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/6ab7fbab-5ba5-492c-a934-5aff2f6bae1d","","Y","Accepted","Opuntia pottsii","Opuntia pottsii","Salm-Dyck","1272440","species","https://caryophyllales.org/cdm_dataportal/taxon/6ab7fbab-5ba5-492c-a934-5aff2f6bae1d","","Cactaceae","1","1","cact","0",""
"901","Opuntia_pusilla",0.9,"1269863","Opuntia pusilla",1,"species","","",NA,"(Haw.) Haw.","Cactaceae","Opuntia","Opuntia",1,"pusilla","pusilla",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/a5198ca5-cd5f-48c9-8a97-2e9a3159c373","","Y","No opinion","","","","","","","","","1","1","cact","0",""
"902","Opuntia_humifusa",0.9,"380281","Opuntia humifusa",1,"species","","",NA,"(Raf.) Raf.","Cactaceae","Opuntia","Opuntia",1,"humifusa","humifusa",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/2d73727e-c237-4755-ba9d-885becb2a1e9","","Y","Accepted","Opuntia humifusa","Opuntia humifusa","(Raf.) Raf.","380281","species","https://caryophyllales.org/cdm_dataportal/taxon/2d73727e-c237-4755-ba9d-885becb2a1e9","","Cactaceae","1","1","cact","0",""
"903","Opuntia_phaeacantha",0.9,"1269725","Opuntia phaeacantha",1,"species","","",NA,"Engelm.","Cactaceae","Opuntia","Opuntia",1,"phaeacantha","phaeacantha",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/95eaa1b9-971c-4109-bdb9-d92d50247ee3","","Y","Accepted","Opuntia phaeacantha","Opuntia phaeacantha","Engelm.","1269725","species","https://caryophyllales.org/cdm_dataportal/taxon/95eaa1b9-971c-4109-bdb9-d92d50247ee3","","Cactaceae","1","1","cact","0",""
"904","Opuntia_rastrera",0.9,"1272454","Opuntia rastrera",1,"species","","",NA,"F.A.C.Weber","Cactaceae","Opuntia","Opuntia",1,"rastrera","rastrera",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/aade1ca2-1504-4cbd-8fe1-ad58be92e1e3","","Y","Accepted","Opuntia rastrera","Opuntia rastrera","F.A.C.Weber","1272454","species","https://caryophyllales.org/cdm_dataportal/taxon/aade1ca2-1504-4cbd-8fe1-ad58be92e1e3","","Cactaceae","1","1","cact","0",""
"905","Opuntia_scheeri",0.9,"1272507","Opuntia scheeri",1,"species","","",NA,"F.A.C.Weber","Cactaceae","Opuntia","Opuntia",1,"scheeri","scheeri",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/4343d950-a9c1-42cb-981f-f45e08be0fd8","","Y","Accepted","Opuntia scheeri","Opuntia scheeri","F.A.C.Weber","1272507","species","https://caryophyllales.org/cdm_dataportal/taxon/4343d950-a9c1-42cb-981f-f45e08be0fd8","","Cactaceae","1","1","cact","0",""
"906","Opuntia_stricta",0.9,"380225","Opuntia stricta",1,"species","","",NA,"(Haw.) Haw.","Cactaceae","Opuntia","Opuntia",1,"stricta","stricta",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/76f43799-463a-4bcb-b768-72ccdc7f98b0","","Y","Accepted","Opuntia stricta","Opuntia stricta","(Haw.) Haw.","380225","species","https://caryophyllales.org/cdm_dataportal/taxon/76f43799-463a-4bcb-b768-72ccdc7f98b0","","Cactaceae","1","1","cact","0",""
"907","Opuntia_rufida",0.9,"1269864","Opuntia rufida",1,"species","","",NA,"Engelm.","Cactaceae","Opuntia","Opuntia",1,"rufida","rufida",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/5dda1042-2073-4902-ba6a-de25cf62da55","","Y","Accepted","Opuntia rufida","Opuntia rufida","Engelm.","1269864","species","https://caryophyllales.org/cdm_dataportal/taxon/5dda1042-2073-4902-ba6a-de25cf62da55","","Cactaceae","1","1","cact","0",""
"908","Opuntia_engelmannii",0.9,"1241691","Opuntia engelmannii",1,"species","","",NA,"Salm-Dyck ex Engelm.","Cactaceae","Opuntia","Opuntia",1,"engelmannii","engelmannii",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/d853a72c-68dc-410f-957e-d5fda17c4685","","Y","Accepted","Opuntia engelmannii","Opuntia engelmannii","Salm-Dyck ex Engelm.","1241691","species","https://caryophyllales.org/cdm_dataportal/taxon/d853a72c-68dc-410f-957e-d5fda17c4685","","Cactaceae","1","1","cact","0",""
"909","Opuntia_microdasys",0.9,"380100","Opuntia microdasys",1,"species","","",NA,"(Lehm.) Pfeiff.","Cactaceae","Opuntia","Opuntia",1,"microdasys","microdasys",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/74c1554f-1584-46b3-9ab8-911f420a9247","","Y","Accepted","Opuntia microdasys","Opuntia microdasys","(Lehm.) Pfeiff.","380100","species","https://caryophyllales.org/cdm_dataportal/taxon/74c1554f-1584-46b3-9ab8-911f420a9247","","Cactaceae","1","1","cact","0",""
"910","Opuntia_stenopetala",0.9,"1272528","Opuntia stenopetala",1,"species","","",NA,"Engelm.","Cactaceae","Opuntia","Opuntia",1,"stenopetala","stenopetala",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/af8eaea9-cffc-4f77-bd68-1738bc39afb6","","Y","Accepted","Opuntia stenopetala","Opuntia stenopetala","Engelm.","1272528","species","https://caryophyllales.org/cdm_dataportal/taxon/af8eaea9-cffc-4f77-bd68-1738bc39afb6","","Cactaceae","1","1","cact","0",""
"911","Opuntia_leucotricha",0.9,"1269851","Opuntia leucotricha",1,"species","","",NA,"DC.","Cactaceae","Opuntia","Opuntia",1,"leucotricha","leucotricha",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/24ef16b6-581a-4f76-9989-4a719066c1ae","","Y","Accepted","Opuntia leucotricha","Opuntia leucotricha","DC.","1269851","species","https://caryophyllales.org/cdm_dataportal/taxon/24ef16b6-581a-4f76-9989-4a719066c1ae","","Cactaceae","1","1","cact","0",""
"912","Opuntia_boldinghii",0.9,"380977","Opuntia boldinghii",1,"species","","",NA,"Britton & Rose","Cactaceae","Opuntia","Opuntia",1,"boldinghii","boldinghii",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/91882bc6-b3fb-4c3d-bedd-5fe6c00f9ce5","","Y","Accepted","Opuntia boldinghii","Opuntia boldinghii","Britton & Rose","380977","species","https://caryophyllales.org/cdm_dataportal/taxon/91882bc6-b3fb-4c3d-bedd-5fe6c00f9ce5","","Cactaceae","1","1","cact","0",""
"913","Opuntia_gaumeri",0.9,"1381661","Opuntia gaumeri",1,"species","","",NA,"(Britton & Rose) R.Puente & Majure","Cactaceae","Opuntia","Opuntia",1,"gaumeri","gaumeri",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/1e06d826-3418-47cb-b42e-121e26babba4","","Y","Accepted","Opuntia gaumeri","Opuntia gaumeri","(Britton & Rose) R.Puente & Majure","1381661","species","https://caryophyllales.org/cdm_dataportal/taxon/1e06d826-3418-47cb-b42e-121e26babba4","","Cactaceae","1","1","cact","0",""
"914","Opuntia_lutea",0.9,"380129","Opuntia lutea",1,"species","","",NA,"(Rose) D.R.Hunt","Cactaceae","Opuntia","Opuntia",1,"lutea","lutea",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/be4ab4dc-c06f-4259-ad7c-29095682d9e6","","Y","Accepted","Opuntia lutea","Opuntia lutea","(Rose) D.R.Hunt","380129","species","https://caryophyllales.org/cdm_dataportal/taxon/be4ab4dc-c06f-4259-ad7c-29095682d9e6","","Cactaceae","1","1","cact","0",""
"915","Opuntia_inaperta",0.9,"1235933","Opuntia inaperta",1,"species","","",NA,"(A.Schott ex Griffiths) D.R.Hunt","Cactaceae","Opuntia","Opuntia",1,"inaperta","inaperta",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/fc68da2a-74c8-4908-98f0-910d18aaa4f5","","Y","Accepted","Opuntia inaperta","Opuntia inaperta","(A.Schott ex Griffiths) D.R.Hunt","1235933","species","https://caryophyllales.org/cdm_dataportal/taxon/fc68da2a-74c8-4908-98f0-910d18aaa4f5","","Cactaceae","1","1","cact","0",""
"916","Opuntia_pilifera",0.9,"1272504","Opuntia pilifera",1,"species","","",NA,"F.A.C.Weber","Cactaceae","Opuntia","Opuntia",1,"pilifera","pilifera",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/4b621cc7-dbd6-4d62-bc94-ee7f3cca2fe9","","Y","Accepted","Opuntia pilifera","Opuntia pilifera","F.A.C.Weber","1272504","species","https://caryophyllales.org/cdm_dataportal/taxon/4b621cc7-dbd6-4d62-bc94-ee7f3cca2fe9","","Cactaceae","1","1","cact","0",""
"917","Opuntia_auberi",0.9,"1272535","Opuntia auberi",1,"species","","",NA,"Pfeiff.","Cactaceae","Opuntia","Opuntia",1,"auberi","auberi",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/9677583d-d7d4-444e-a2f6-e0bc8b37fb87","","Y","Accepted","Opuntia auberi","Opuntia auberi","Pfeiff.","1272535","species","https://caryophyllales.org/cdm_dataportal/taxon/9677583d-d7d4-444e-a2f6-e0bc8b37fb87","","Cactaceae","1","1","cact","0",""
"918","Opuntia_cochenillifera",0.9,"1381573","Opuntia cochenillifera",1,"species","","",NA,"(L.) Mill.","Cactaceae","Opuntia","Opuntia",1,"cochenillifera","cochenillifera",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/d418f5c6-30eb-4c8c-9795-eec65d050e15","","Y","Accepted","Opuntia cochenillifera","Opuntia cochenillifera","(L.) Mill.","1381573","species","https://caryophyllales.org/cdm_dataportal/taxon/d418f5c6-30eb-4c8c-9795-eec65d050e15","","Cactaceae","1","1","cact","0",""
"919","Opuntia_robusta",0.9,"1381802","Opuntia robusta",1,"species","","",NA,"Pfeiff.","Cactaceae","Opuntia","Opuntia",1,"robusta","robusta",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/da96d36b-8c90-4e8d-b68f-3bc1efc24fea","","Y","Accepted","Opuntia robusta","Opuntia robusta","Pfeiff.","1381802","species","https://caryophyllales.org/cdm_dataportal/taxon/da96d36b-8c90-4e8d-b68f-3bc1efc24fea","","Cactaceae","1","1","cact","0",""
"920","Opuntia_aurantiaca",0.9,"1269947","Opuntia aurantiaca",1,"species","","",NA,"Lindl.","Cactaceae","Opuntia","Opuntia",1,"aurantiaca","aurantiaca",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/1df9c4c6-1300-47e9-ad08-6c3d3d2ec5b4","","Y","Accepted","Opuntia aurantiaca","Opuntia aurantiaca","Lindl.","1269947","species","https://caryophyllales.org/cdm_dataportal/taxon/1df9c4c6-1300-47e9-ad08-6c3d3d2ec5b4","","Cactaceae","1","1","cact","0",""
"921","Opuntia_dejecta",0.9,"381024","Opuntia dejecta",1,"species","","",NA,"Salm-Dyck","Cactaceae","Opuntia","Opuntia",1,"dejecta","dejecta",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/a0a8cfda-8f3d-4c4c-9e02-7e1db7d06f47","","Y","Accepted","Opuntia dejecta","Opuntia dejecta","Salm-Dyck","381024","species","https://caryophyllales.org/cdm_dataportal/taxon/a0a8cfda-8f3d-4c4c-9e02-7e1db7d06f47","","Cactaceae","1","1","cact","0",""
"922","Opuntia_caracassana",0.9,"380960","Opuntia caracassana",1,"species","","",NA,"Salm-Dyck","Cactaceae","Opuntia","Opuntia",1,"caracassana","caracassana",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/06bfb1d9-2729-4752-86f6-e8aa0abe5e4b","","Y","Accepted","Opuntia caracassana","Opuntia caracassana","Salm-Dyck","380960","species","https://caryophyllales.org/cdm_dataportal/taxon/06bfb1d9-2729-4752-86f6-e8aa0abe5e4b","","Cactaceae","1","1","cact","0",""
"923","Opuntia_triacantha",0.9,"1269875","Opuntia triacantha",1,"species","","",NA,"(Willd.) Sweet","Cactaceae","Opuntia","Opuntia",1,"triacantha","triacantha",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/761d362e-3c2b-43f4-872f-edb4be1d3685","","Y","Accepted","Opuntia triacantha","Opuntia triacantha","(Willd.) Sweet","1269875","species","https://caryophyllales.org/cdm_dataportal/taxon/761d362e-3c2b-43f4-872f-edb4be1d3685","","Cactaceae","1","1","cact","0",""
"924","Opuntia_repens",0.9,"380488","Opuntia repens",1,"species","","",NA,"Bello","Cactaceae","Opuntia","Opuntia",1,"repens","repens",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/87e9b3fd-2451-4cc0-93a8-cdda62b05b39","","Y","Accepted","Opuntia repens","Opuntia repens","Bello","380488","species","https://caryophyllales.org/cdm_dataportal/taxon/87e9b3fd-2451-4cc0-93a8-cdda62b05b39","","Cactaceae","1","1","cact","0",""
"925","Opuntia_sanguinea",0.9,"380536","Opuntia sanguinea",1,"species","","",NA,"Proctor","Cactaceae","Opuntia","Opuntia",1,"sanguinea","sanguinea",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/02563a40-654d-4c8b-80d2-0dc9b1949d6a","","Y","Accepted","Opuntia sanguinea","Opuntia sanguinea","Proctor","380536","species","https://caryophyllales.org/cdm_dataportal/taxon/02563a40-654d-4c8b-80d2-0dc9b1949d6a","","Cactaceae","1","1","cact","0",""
"926","Opuntia_elatior",0.9,"380241","Opuntia elatior",1,"species","","",NA,"Mill.","Cactaceae","Opuntia","Opuntia",1,"elatior","elatior",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/f22cd43f-46c9-48d9-a354-1ebe256f4c0a","","Y","Accepted","Opuntia elatior","Opuntia elatior","Mill.","380241","species","https://caryophyllales.org/cdm_dataportal/taxon/f22cd43f-46c9-48d9-a354-1ebe256f4c0a","","Cactaceae","1","1","cact","0",""
"927","Opuntia_guatemalensis",0.9,"380315","Opuntia guatemalensis",1,"species","","",NA,"Britton & Rose","Cactaceae","Opuntia","Opuntia",1,"guatemalensis","guatemalensis",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/accf1801-8e24-402c-af19-a6acbfd768a9","","Y","Accepted","Opuntia guatemalensis","Opuntia guatemalensis","Britton & Rose","380315","species","https://caryophyllales.org/cdm_dataportal/taxon/accf1801-8e24-402c-af19-a6acbfd768a9","","Cactaceae","1","1","cact","0",""
"928","Opuntia_fragilis",0.9,"380214","Opuntia fragilis",1,"species","","",NA,"(Nutt.) Haw.","Cactaceae","Opuntia","Opuntia",1,"fragilis","fragilis",1,"","",NA,"","",NA,"","",NA,"","_","https://caryophyllales.org/cdm_dataportal/taxon/1f7c7461-1175-42b1-8751-61cf044de0e5","","Y","Accepted","Opuntia fragilis","Opuntia fragilis","(Nutt.) Haw.","380214","species","https://caryophyllales.org/cdm_dataportal/taxon/1f7c7461-1175-42b1-8751-61cf044de0e5","","Cactaceae","1","1","cact","0",""
